Kode Astra,Nama Barang,Harga Beli,Harga Jual
61100K18900ZE,FENDER FR(PL FD WH),170000.00,200000.00
61100K18900ZF,FENDER FR(DG SL MT),209950.00,247000.00
61100K18900ZG,FENDER FR(WN RD),183175.00,215500.00
61100K18900ZH,FENDER FR(RO WH),175525.00,206500.00
61100K18900ZJ,"FENDER,FRONT (MT GN BL)",181475.00,213500.00
61100K1AN00FMB,"FENDER,FR (BLK)",93500.00,110000.00
61100K1AN00MBS,"FENDER,FR (MT BU SL)",119000.00,140000.00
61100K1AN00MCS,"FENDER,FR (MT CR SL)",114750.00,135000.00
61100K1AN00MGB,"FENDER,FR (MT GN BL)",104550.00,123000.00
61100K1AN00MIB,"FENDER,FR (MA BL MT)",102850.00,121000.00
61100K1AN00MJB,"FENDER,FR (MA JB MT)",107100.00,126000.00
61100K1AN00MSG,"FENDER,FR (MT SA GR)",119000.00,140000.00
61100K1AN00RSW,"FENDER,FR (RO WH)",113900.00,134000.00
61100K1AN00ZB,"FENDER,FR (BLK)",0.00,0.00
61100K1AN00ZC,"FENDER,FR (RO WH)",0.00,0.00
61100K1ZJ10YF,"FENDER, FR (ONLY) (CA AR RD)",310250.00,365000.00
61100K1ZJ10YG,"FENDER, FR (ONLY) (MT ZO BL)",246500.00,290000.00
61100K1ZJ10ZJ,"FENDER,FR NH-C34M",254575.00,299500.00
61100K1ZJ10ZN,"FENDER,FR NH-A35M",189975.00,223500.00
61100K1ZJ10ZP,"FENDER, FR (MT SO RED)",0.00,0.00
61100K1ZJ10ZS,"FENDER,FR NH-341P",215900.00,254000.00
61100K1ZN20ASB,"FENDER, FR (AS BK MT)",215050.00,253000.00
61100K1ZN20MCO,"FENDER, FR (ONLY) (MT CO SL)",212500.00,250000.00
61100K1ZN20MDG,"FENDER,FR (MT DI GR)",278800.00,328000.00
61100K1ZN20MGB,"FENDER, FR (MT GN BL)",214200.00,252000.00
61100K1ZN20MIB,"FENDER, FR (MA BL MT)",210800.00,248000.00
61100K1ZN20MJB,"FENDER, FR (ONLY) (MA JB MT)",212500.00,250000.00
61100K1ZN20MSR,"FENDER, FR (MT SO RED)",238000.00,280000.00
61100K1ZN20PFW,"FENDER, FR (PL FD WH)",240550.00,283000.00
61100K25600ZA,61100K25900ZA,119425.00,140500.00
61100K25600ZB,61100K25900ZD,110500.00,130000.00
61100K25600ZC,61100K25900ZJ,110500.00,130000.00
61100K25900ZA,FENDER FR(CN SC RD),119425.00,140500.00
61100K25900ZC,FENDER FR(PL FD WH),95200.00,112000.00
61100K25900ZD,FENDER FR,96050.00,113000.00
61100K25900ZG,FENDER FR(PL CT BL),108800.00,128000.00
61100K25900ZH,FENDER FR(BR LM GR),107100.00,126000.00
61100K25900ZJ,FENDER FR(VD BL MT),107100.00,126000.00
61100K2ET00ZB,FENDER FRONT,2438650.00,2869000.00
61100K2FN00YB,"FENDER, FR (MT GN BL)",189975.00,223500.00
61100K2FN00YC,"FENDER, FR (BLK)",189975.00,223500.00
61100K2FN00YJ,"FENDER, FR (MA SD SL)",191250.00,225000.00
61100K2FN00YK,"FENDER, FR (MT SA GR)",205700.00,242000.00
61100K2FN00ZJ,"FENDER, FR (AS BK MT)",209525.00,246500.00
61100K2FN00ZK,"FENDER, FR (MA JB MT)",222275.00,261500.00
61100K2FN00ZL,"FENDER, FR (VI BE)",215900.00,254000.00
61100K2FN00ZM,"FENDER, FR (VA RD)",185725.00,218500.00
61100K2FN00ZN,"FENDER, FR (MT SO RED)",222275.00,261500.00
61100K2FN00ZP,"FENDER, FR (MA BL MT)",185725.00,218500.00
61100K2FN00ZQ,"FENDER, FR (MA PR CR)",256700.00,302000.00
61100K2FN00ZR,"FENDER, FR (PL BL ME)",185725.00,218500.00
61100K2SN00MGB,"FENDER A,FR (MT GN BL)",198475.00,233500.00
61100K2SN00MPC,"FENDER A,FR (MA PR CR)",211650.00,249000.00
61100K2SN00MSR,"FENDER A,FR (MT SO RED)",237575.00,279500.00
61100K2SN00PBL,"FENDER A,FR (PL BL ME)",211650.00,249000.00
61100K2SN00ZB,"FENDER A,FR (MT GN BL)",0.00,0.00
61100K2SN00ZL,"FENDER A,FR (MA PR CR)",0.00,0.00
61100K2SN00ZM,"FENDER A,FR (MT SO RED)",0.00,0.00
61100K2SN00ZV,"FENDER A,FR (MA BL MT)",237575.00,279500.00
61100K2WJ10ZA,FENDER COMP FR,295800.00,348000.00
61100K35V00ZB,FENDER FR CN NB RD,481950.00,567000.00
61100K35V00ZC,FENDER FR PL JS WH,479400.00,564000.00
61100K35V00ZD,FENDER FR PO BLK MT,479400.00,564000.00
61100K35V00ZE,"FENDER, FR MAT SLV",477700.00,562000.00
61100K35V00ZF,"FENDER, FR MA GA BL",604095.00,710700.00
61100K35V00ZW,FENDER FR,637500.00,750000.00
61100K3VN00ZA,"FENDER,FR (VI BE)",147900.00,174000.00
61100K3VN00ZB,"FENDER,FR (AB RD MT)",225250.00,265000.00
61100K3VN00ZD,"FENDER,FR (MT GN BL)",141950.00,167000.00
61100K3VN00ZE,"FENDER,FR (MA PR CR)",192100.00,226000.00
61100K3VN00ZF,"FENDER,FR (AS BK MT)",168300.00,198000.00
61100K3VN00ZG,"FENDER,FR (CI GR MT)",235450.00,277000.00
61100K41N00ZA,FENDER A FR(WN RD),153000.00,180000.00
61100K41N00ZB,FENDER A FR(PL FD WH),147050.00,173000.00
61100K41N00ZC,FENDER A FR(BLK),146200.00,172000.00
61100K41N00ZD,FENDER A FR(VD BL MT),162350.00,191000.00
61100K41N00ZF,FENDER A FRONT (MT GN BL),161500.00,190000.00
61100K46N00ZA,FENDER FR(CN SC RD),217600.00,256000.00
61100K46N00ZB,FENDER FR(PL FD WH),164900.00,194000.00
61100K46N00ZC,FENDER FR,176375.00,207500.00
61100K46N00ZE,FENDER FR(VD BL MT),169150.00,199000.00
61100K46N00ZF,FENDER FR(AE RD MT),258400.00,304000.00
61100K46N00ZG,FENDER FR(MA AX GY),215050.00,253000.00
61100K46N00ZH,FENDER FR(RO WH),215050.00,253000.00
61100K46N00ZJ,"FENDER,FR (ANC GRY MET)",332350.00,391000.00
61100K56N00FMB,FENDER A FR(BK),112200.00,132000.00
61100K56N00RSW,61100K56N00ZB,115175.00,135500.00
61100K56N00SMM,FENDER A FR(SP MG MT),179775.00,211500.00
61100K56N00WRD,61100K56N00ZD,119425.00,140500.00
61100K56N00ZA,"FENDER A,FR (BLK)",185725.00,218500.00
61100K56N00ZB,"FENDER A, FR (RO WH)",252875.00,297500.00
61100K56N00ZD,"FENDER A,FR (WN RD)",252875.00,297500.00
61100K56N00ZE,FENDER A FR(MT GN BL),130475.00,153500.00
61100K56N00ZF,"FENDER A,FR (VA RD)",252875.00,297500.00
61100K56N10ZA,FENDER A FR. (CN PM RD),202300.00,238000.00
61100K56N10ZC,FENDER A FR. (MA BL MT),168300.00,198000.00
61100K56N10ZD,FENDER A FR. (MT GN BL),172125.00,202500.00
61100K56N10ZE,FENDER A FR. (PL FD WH),203150.00,239000.00
61100K56N10ZJ,FENDER A FRONT (BLK),155550.00,183000.00
61100K56N10ZL,FENDER A FRONT (NI OR),252025.00,296500.00
61100K56N10ZM,"FENDER A FRONT, (WN RD)",259250.00,305000.00
61100K56N10ZR,"FENDER A FRONT, (VL RD)",254575.00,299500.00
61100K56N10ZS,"FENDER A FRONT, (MT SL RE)",259250.00,305000.00
61100K59A10AFB,FENDER FR (AF BK MT),172125.00,202500.00
61100K59A10CSR,FENDER FR (CN SC RD),204000.00,240000.00
61100K59A10FMB,"FENDER,FR (BLK)",170850.00,201000.00
61100K59A10MGB,FENDER FR (MT GN BL),169150.00,199000.00
61100K59A10MIB,FENDER FR (MA BL MT),169150.00,199000.00
61100K59A10MJB,FENDER FR (MA JB MT),179775.00,211500.00
61100K59A10PFW,"FENDER,FR (PL FD WH)",179775.00,211500.00
61100K59A10RSW,"FENDER,FRONT (RO WH)",232475.00,273500.00
61100K59A10WRD,FENDER FR (WN RD),187425.00,220500.00
61100K59A70ABM,61100K59A70ZL,0.00,0.00
61100K59A70RSW,61100K59A70ZQ,0.00,0.00
61100K59A70WRD,61100K59A70ZE,0.00,0.00
61100K59A70YE,"FENDER,FR (MA PR CR)",155550.00,183000.00
61100K59A70ZA,"FENDER,FR (NI OR)",240975.00,283500.00
61100K59A70ZB,"FENDER,FR (MT SO RED)",274550.00,323000.00
61100K59A70ZE,"FENDER,FR SET (WN RD)",203150.00,239000.00
61100K59A70ZF,"FENDER,FR (MT GN BLK)",236725.00,278500.00
61100K59A70ZG,"FENDER,FR (MT SL RD)",277950.00,327000.00
61100K59A70ZH,"FENDER,FR (PL FD WH)",251175.00,295500.00
61100K59A70ZJ,"FENDER,FR (PL FD WH)",251175.00,295500.00
61100K59A70ZK,"FENDER,FR (MT CR SL)",227800.00,268000.00
61100K59A70ZL,"FENDER,FR (RO WH)",203150.00,239000.00
61100K59A70ZQ,"FENDER,FR (AF BK MT)",203150.00,239000.00
61100K59A70ZS,"FENDER,FR (MT CR SL)",224400.00,264000.00
61100K59A70ZU,"FENDER,FR (VD BL MT)",298350.00,351000.00
61100K59A70ZV,FENDER,198475.00,233500.00
61100K59A70ZW,"FENDER,FR (VA RD)",198475.00,233500.00
61100K59A70ZX,"FENDER,FR (MA BL MT)",198475.00,233500.00
61100K59A70ZY,"FENDER,FR (BLK)",198475.00,233500.00
61100K61900ZA,FENDER FR (WN RD),117725.00,138500.00
61100K61900ZB,FENDER FR (RO WH),115175.00,135500.00
61100K61900ZC,FENDER FR (BLK),113050.00,133000.00
61100K61900ZD,FENDER FR (VD BL MT),123675.00,145500.00
61100K64A00CRB,FR. FENDER CARBON K64,948600.00,1116000.00
61100K64N0020,"FENDER,FR",127500.00,150000.00
61100K64N00AA,"FENDER,FR (SOZAI)",0.00,0.00
61100K64N00ASB,61100K64N00ZE,0.00,0.00
61100K64N00FMB,61100K64N00ZD,335750.00,395000.00
61100K64N00ZA,FENDER COMP FR (WN RD),293675.00,345500.00
61100K64N00ZB,FENDER COMP FR (MT GN BL),235025.00,276500.00
61100K64N00ZC,FENDER COMP FR (AN GY MT),354875.00,417500.00
61100K64N00ZD,"FENDER,FR (BLK)",334900.00,394000.00
61100K64N00ZE,FENDER FR(AS BL MT),335750.00,395000.00
61100K64N00ZK,"FENDER,FR (MT SO RED)",311525.00,366500.00
61100K64N00ZL,"FENDER,FR (PE DA BL)",349775.00,411500.00
61100K64N00ZT,"FENDER,FR (MT BU SL)",221000.00,260000.00
61100K64N00ZV,"FENDER, FR (VA RD)",263500.00,310000.00
61100K64NP0ZD,"FENDER, FR (WN RD)",416500.00,490000.00
61100K64NP0ZE,"FENDER, FR (MT ZO BL)",522750.00,615000.00
61100K64NP0ZF,"FENDER, FR (BLK)",306000.00,360000.00
61100K81N000AA,"FENDER,FR (SOZAI)",65025.00,76500.00
61100K81N00ZA,FENDER FR (BLK),124525.00,146500.00
61100K81N00ZC,FENDER FR (RO WH),137275.00,161500.00
61100K81N00ZE,"FENDER,FR (MT GN BL)",121125.00,142500.00
61100K81N00ZG,"FENDER,FR (AN GY MT)",133025.00,156500.00
61100K81N00ZH,"FENDER,FR (MT CR SL)",142800.00,168000.00
61100K84900ZA,61100K84900ZB,121125.00,142500.00
61100K84900ZB,"FENDER,FRONT, R-292R",164050.00,193000.00
61100K84900ZC,"FENDER,FRONT, (RO WH)",147050.00,173000.00
61100K84900ZD,"FENDER,FRONT, (BLK)",172975.00,203500.00
61100K84900ZE,"FENDER,FRONT, (BAS GR)",155550.00,183000.00
61100K84900ZF,"FENDER,FRONT, (TUS GN)",155550.00,183000.00
61100K93N00ZA,FENDER FR (PL ML CR),227800.00,268000.00
61100K93N00ZG,"FENDER, FR. (AS BL ME)",0.00,0.00
61100K93N00ZK,FENDER FR (MA JB MT),235875.00,277500.00
61100K93N00ZL,FENDER FR (WN RD),247775.00,291500.00
61100K93N00ZM,FENDER FR (RO WH),235025.00,276500.00
61100K93N00ZN,FENDER FR (BLK),223550.00,263000.00
61100K93N00ZP,FENDER FR,229075.00,269500.00
61100K93N00ZQ,"FENDER, FR. (PL FD WH)",219300.00,258000.00
61100K93N00ZY,"FENDER, FR (VA RD)",272000.00,320000.00
61100K97N00YC,61100K97T00YC,139825.00,164500.00
61100K97T00YA,FENDER FR (GL GO ME),253300.00,298000.00
61100K97T00YB,FENDER FR (MA SO RED),226950.00,267000.00
61100K97T00YC,"FENDER, FR (PE DA BL)",158100.00,186000.00
61100K97T00YD,FENDER FR (PL FD WH),224400.00,264000.00
61100K97T00YH,"FENDER, FR (MA JB MT)",215900.00,254000.00
61100K97T00YJ,"FENDER, FR (MT CR SL)",201450.00,237000.00
61100K97T00YS,"FENDER, FR (MA BL MT)",199750.00,235000.00
61100K97T00YT,"FENDER, FR (MT GN BL)",195500.00,230000.00
61100K97T00ZR,FENDER FR (AS BL ME),210800.00,248000.00
61100KBA930ZG,FR.FENDER R158,338300.00,398000.00
61100KBA930ZH,FR.FENDER RP140,338300.00,398000.00
61100KBA930ZJ,FR.FENDER NH254,338300.00,398000.00
61100KBA930ZK,FR.FENDER R127,338300.00,398000.00
61100KBA930ZM,FR.FENDER P20P,338300.00,398000.00
61100KCJ660AGM,FENDER FR R(AN GY MT),180625.00,212500.00
61100KCJ660DRM,FENDER FR(DM RD MT),286875.00,337500.00
61100KCJ660FMB,FENDER FR(BLK),162350.00,191000.00
61100KCJ660FMC,FENDER FR(CAN GLORY RD),195925.00,230500.00
61100KCJ660FMH,FENDER FR(STR SLV MET),170850.00,201000.00
61100KCJ660FMT,FENDER FR(TP BLUE),184025.00,216500.00
61100KCJ660PFW,FENDER FR(PL FD WH),164900.00,194000.00
61100KCJ660ZJ,FENDER FR(PR OD VL),172125.00,202500.00
61100KCJ690FMB,FENDER FR(BLK),108800.00,128000.00
61100KCJ690FMD,FENDER FR (CANDY LAC RED),205700.00,242000.00
61100KCJ690FME,FENDER FR(GRN),120275.00,141500.00
61100KCJ690FMH,FENDER FR (SLV),144500.00,170000.00
61100KCJ690FMI,FENDER FR(VIO),76075.00,89500.00
61100KCJ690FMK,FENDER FR(MRED),204850.00,241000.00
61100KCJ690FMY,FENDER FR (YLW),147050.00,173000.00
61100KCJ690TNS,FENDER FR TP BLUE,195075.00,229500.00
61100KEH600ASR,FENDER FR (AS BL MT),140675.00,165500.00
61100KEH600CGR,FENDER FR (CN GL RD),173825.00,204500.00
61100KEH600FMB,FENDER FR (BLK),121975.00,143500.00
61100KEH600FMT,FENDER FR (TW PL BL),178925.00,210500.00
61100KEH600PFY,FENDER FR (PL FL YL),161500.00,190000.00
61100KEH680ASR,FENDER FR(AS BL MT-TT),157250.00,185000.00
61100KEH680CGR,FENDER FR(CN GL RD-TT),195075.00,229500.00
61100KEH680FMB,FENDER FR(BLK-TT),123675.00,145500.00
61100KEH680FMT,FENDER FR(TW PL BL-TT),201450.00,237000.00
61100KEH680PFY,FENDER FR(PL FL YL-TT),182325.00,214500.00
61100KEH930FMB,FENDER FR (BLK),98600.00,116000.00
61100KEH930FMH,FENDER FR (SLV),121125.00,142500.00
61100KEH930FMK,FENDER FR(MRD),126225.00,148500.00
61100KEH930FMM,FENDER FR (BLU),121975.00,143500.00
61100KEH930FMT,FENDER FR(TPBL),120275.00,141500.00
61100KEV880FMB,FENDER FR (BLK),103700.00,122000.00
61100KEV880FMP,FENDER FR (SH PRL BL),141525.00,166500.00
61100KG2950FMB,FENDER FR (BLK),69275.00,81500.00
61100KPH700FMT,FENDER A FR(TP BLUE),185725.00,218500.00
61100KPH880FMB,FENDER A FR(BLK),108800.00,128000.00
61100KPH880FMP,FENDER A FR (SH PRL BL,82875.00,97500.00
61100KPPT00ZA,"FNDR,FR ASTRD BLK MT",333200.00,392000.00
61100KPPT00ZB,FNDR FR ROSS WHT,281350.00,331000.00
61100KPPT00ZC,"FNDR, FR CNDY TAHITIAN BLUE",311525.00,366500.00
61100KPPT00ZE,"FNDR,FR CANDY RBY RD",430100.00,506000.00
61100KPPT00ZG,"FNDR, FR MILLNM RED",333200.00,392000.00
61100KPPT00ZH,"FNDR,FR SWRD SLV MT",406725.00,478500.00
61100KPPT00ZL,FENDER FR(BLACK),223550.00,263000.00
61100KPPT00ZN,FENDER FR(PRL SR BLUE),391850.00,461000.00
61100KPPT00ZS,FENDER FR(HM WH),287725.00,338500.00
61100KPPT00ZX,FENDER FR (WN RD),237575.00,279500.00
61100KPPT01ZL,FENDER FR (BLK),198475.00,233500.00
61100KPW860FMH,FENDER A FR (SILVER),76925.00,90500.00
61100KRSA00FMB,FENDER FR(BLK),169150.00,199000.00
61100KRSA00FMH,FENDER FR (SILVER),209100.00,246000.00
61100KRSA00FMK,FENDER FR (MRD),296225.00,348500.00
61100KRSA00FMO,FENDER FR ORG (DK),162350.00,191000.00
61100KRSA00FMP,FENDER FR (SHPRL BL),226950.00,267000.00
61100KRSA00FMT,FENDER FR TWISTER PRL BL,162350.00,191000.00
61100KSPB00DRM,FENDER FR(DM RD MT),232475.00,273500.00
61100KSPB00DSM,FENDER FR(DG SL MT),167450.00,197000.00
61100KSPB00FMB,FENDER FR(BK),135575.00,159500.00
61100KSPB00VBM,FENDER FR(VD BL MT),165750.00,195000.00
61100KTL640FMB,61100KTL690FMB,64175.00,75500.00
61100KTL640PFY,FENDER A FR(PL FL YL),117725.00,138500.00
61100KTL640WRD,FENDER A FR(WN RD),102850.00,121000.00
61100KTL690FMB,FENDER A FR(BLK),132175.00,155500.00
61100KTL690FMR,FENDER A FR(PB ORG),163200.00,192000.00
61100KTL690FMT,FENDER A FR(TP BLUE),194225.00,228500.00
61100KTL690FMV,FENDER A FR(W RED),138975.00,163500.00
61100KTL690PFY,FENDER A FR(PL FL YL),182325.00,214500.00
61100KTL690VSM,FENDER A FR(VO SL MT),149600.00,176000.00
61100KTM850FMB,FENDER A FR (BLK),137275.00,161500.00
61100KTM850FMN,FENDER FR(AN GY MET),120275.00,141500.00
61100KTM850FMR,FENDER A FR(PB ORG),184875.00,217500.00
61100KTM850FMT,FENDER A FR(TPBLU),216750.00,255000.00
61100KTM850FMV,FENDER A FR (W RD),157250.00,185000.00
61100KTM850FMX,FENDER A FR (PF WH),147900.00,174000.00
61100KTM850SBM,FENDER FR(SP BL MT),140675.00,165500.00
61100KVB930ABM,FENDER FR(AS BL MT),127075.00,149500.00
61100KVB930AGM,FENDER FR(AN GY MT),133025.00,156500.00
61100KVB930BLG,FENDER FR(BR LM GR),125375.00,147500.00
61100KVB930CSR,FENDER FR(CN SC RD),135575.00,159500.00
61100KVB930DBM,FENDER FR(DL BL MT),122825.00,144500.00
61100KVB930FBM,FENDER FR BLK,110500.00,130000.00
61100KVB930FMB,FENDER FR(BLK),113050.00,133000.00
61100KVB930JGM,FENDER FR(JAZ GN MET),110500.00,130000.00
61100KVB930PFW,FENDER FR(PRL FD WHT),111350.00,131000.00
61100KVB930PPM,FENDER FR(PD PK MT),110500.00,130000.00
61100KVB930WRD,FENDER FR(WN RD),116025.00,136500.00
61100KVBN50AFB,FENDER FR(AF BK MT),172975.00,203500.00
61100KVBN50CSR,FENDER FR(CN SC RD),209100.00,246000.00
61100KVBN50PFW,FENDER FR (PL FD WH),172125.00,202500.00
61100KVBN50POV,FENDER FR(PR OD VL),164900.00,194000.00
61100KVBN50SBM,FENDER FR(SP BL MT),264350.00,311000.00
61100KVBN50VBM,FENDER FR (VD BL MT),173825.00,204500.00
61100KVBN50VSM,FENDER FR (VO SL MT),172125.00,202500.00
61100KVBN50WRD,FENDER FR(WN RD),170000.00,200000.00
61100KVBN50ZU,FENDER FR(BR LM GR),210800.00,248000.00
61100KVLN00CSR,FDR A FR(CN SC RD),183175.00,215500.00
61100KVLN00DSM,FENDER A FR(DG SL MT),172125.00,202500.00
61100KVLN00FMB,FENDER A FR(BK),141525.00,166500.00
61100KVLN00PFW,FENDER A FR(PL FD WH),144500.00,170000.00
61100KVLN00PFY,FENDER A FR(PL FL YL),184025.00,216500.00
61100KVLN00POV,FENDER A FR(PR OD VL),152150.00,179000.00
61100KVLN00TBM,FDR A FR(TH BL MT),208250.00,245000.00
61100KVLN00TBR,FDR A FR(TN BR MT),144500.00,170000.00
61100KVLN00VSM,FENDER A FR (VO SL MT),157250.00,185000.00
61100KVLN00WRD,FENDER A FR(WN RD),152150.00,179000.00
61100KVLN00WRM,FENDER A FR(WV RD MT),191675.00,225500.00
61100KVR600ABM,FENDER A FR(AS BL MT-A),167450.00,197000.00
61100KVR600CGR,FENDER A FR(CN GL RD-A),173825.00,204500.00
61100KVR600CSR,FENDER A FR(CN SC RD),196775.00,231500.00
61100KVR600DSM,FENDER A FR(DG SL MT-A),132175.00,155500.00
61100KVR600FMB,FENDER A FR(BK),125375.00,147500.00
61100KVR600FMV,FENDER A FR(WN RD-A),127075.00,149500.00
61100KVR600FMX,FENDER A FR(PL FD WH-A),124525.00,146500.00
61100KVR600PEO,FENDER A FR(PL EX OR-A),122825.00,144500.00
61100KVR600PFY,FENDER A FR(PL FL YL-A),118575.00,139500.00
61100KVR600SBM,FENDER A FR(SP BL MT-A),190825.00,224500.00
61100KVR600VSM,FENDER A FR(VO SL MT-A),133025.00,156500.00
61100KVY720CSR,FENDER FR (CN SC MT),161500.00,190000.00
61100KVY720FMB,FENDER FR (BLK),96900.00,114000.00
61100KVY720PFW,FENDER FR (PL FD WH),102000.00,120000.00
61100KVY720PPM,FENDER FR(PD PK MT),113050.00,133000.00
61100KVY720SBM,FENDER FR (SP BL MT),155550.00,183000.00
61100KVY720ZS,FENDER FR(BR LM GR),92650.00,109000.00
61100KVY720ZT,FENDER FR(VD BL MT),101150.00,119000.00
61100KVY960ABM,FENDER FR(AS BL MT),125375.00,147500.00
61100KVY960CBO,FENDER FR(CN BZ OR),125375.00,147500.00
61100KVY960CSR,FENDER FR(CN SC MT),133875.00,157500.00
61100KVY960FMB,FENDER FR(BLK),110500.00,130000.00
61100KVY960PFW,FENDER FR(PL FD WHT),110500.00,130000.00
61100KVY960PPM,FENDER FR(PD PK MT),110500.00,130000.00
61100KVY960SBM,FENDER FR (SP BL MT),152150.00,179000.00
61100KW6960ZA,"FENDER, FR.",272850.00,321000.00
61100KWB640FMB,FENDER FR (BLK),135575.00,159500.00
61100KWB640PFW,FENDER FR (PL FD WH),134725.00,158500.00
61100KWB640WRD,FENDER FR (WN RD),138975.00,163500.00
61100KWB920FMB,FENDER FR(BK),121125.00,142500.00
61100KWB920PFW,FENDER FR(PL FD WH),124525.00,146500.00
61100KWB920PFY,FENDER FR(PL FL YL),174675.00,205500.00
61100KWB920PTB,FENDER FR(PL TW BL),192525.00,226500.00
61100KWB920SBM,FENDER FR(SP BL MT),214200.00,252000.00
61100KWB920TBM,FENDER FR(TH BL MT),193375.00,227500.00
61100KWB920WRD,FENDER FR(WN RD),132175.00,155500.00
61100KWC900AFB,FDR COM FR(AF BK MT),102850.00,121000.00
61100KWC900CSR,FDR COMP FR(CN SC RD),131325.00,154500.00
61100KWC900DGM,FDR COMP FR(DB GL MT),118575.00,139500.00
61100KWC900DSM,FDR COMP FR(DG SL MT),121975.00,143500.00
61100KWC900POV,FENDER FR(PR OD VL),109650.00,129000.00
61100KWW640AGM,FENDER A FR (AN GY MT),144500.00,170000.00
61100KWW640FMB,FENDER A FR (BLK),134725.00,158500.00
61100KWW640VBM,FENDER A FR (VD BL MT),153000.00,180000.00
61100KWW640WRD,FENDER A FR (WN RD),142800.00,168000.00
61100KWW640YE,FENDER A FR(BR LM GR),129625.00,152500.00
61100KWW640YJ,FENDER A FR(CN SC RD),195925.00,230500.00
61100KWWA00AFB,FENDER A FR(AF BK MT),117725.00,138500.00
61100KWWA00CSR,FENDER A FR(CN SC RD),161500.00,190000.00
61100KWWA00ERM,FENDER A FR(EV RD MT),172975.00,203500.00
61100KWWA00FMB,FENDER A FR(BK),119425.00,140500.00
61100KWWA00ISM,FENDER A FR(IL SV MT),120275.00,141500.00
61100KWWA00POV,FENDER A FR(PR OD VL),120275.00,141500.00
61100KWWA00TBR,FENDER A FR(TN BR MT),121975.00,143500.00
61100KYE940ZA,FENDER FR(CN SC RD),230775.00,271500.00
61100KYE940ZB,FENDER FR(PL TW BL),266050.00,313000.00
61100KYE940ZC,FENDER FR(PL FD WH),172975.00,203500.00
61100KYE940ZD,FENDER FR(BLK),170000.00,200000.00
61100KYT940CSR,FENDER FR (CN SC RD),194225.00,228500.00
61100KYT940DBM,FENDER FR (DL BL MT),141525.00,166500.00
61100KYT940PFW,FENDER FR(PL FD WH),147900.00,174000.00
61100KYT940PMP,FENDER FR(PR MS PK),146200.00,172000.00
61100KYT940POV,FENDER FR(PR OD VL),146200.00,172000.00
61100KYT940ZE,FENDER FR(BLK),134725.00,158500.00
61100KYZ900ZC,FENDER A FR(BLK),150450.00,177000.00
61100KYZ900ZD,FENDER A FR(AF BK MT),153000.00,180000.00
61100KYZ900ZF,FENDER A FR(VO SL MT),164900.00,194000.00
61100KZL930A4,FENDER FR ((RO WH),163200.00,192000.00
61100KZL930YA,FENDER FR.(BR LM GR),173825.00,204500.00
61100KZL930YB,FENDER FR.(VD BL MT),174675.00,205500.00
61100KZL930YY,FENDER FR(TH BL MT),181475.00,213500.00
61100KZL930ZH,FENDER FR.(BLK),145350.00,171000.00
61100KZL930ZX,FENDER FR.(CN SC RD),204850.00,241000.00
61100KZL930ZY,FENDER FR.(PL FD WH),147050.00,173000.00
61100KZR600AFB,FENDER FR(AF BK MT),151300.00,178000.00
61100KZR600CSR,FENDER FR(CN SC RD),195925.00,230500.00
61100KZR600FMB,FENDER FR(BLK),156400.00,184000.00
61100KZR600NOR,FENDER FR(NI OR),159800.00,188000.00
61100KZR600PFW,FENDER FR(PL FD WH),168300.00,198000.00
61100KZR600POV,FENDER FR(PR OD VL),153850.00,181000.00
61100KZR600PTB,FENDER FR(PL TW BL),214200.00,252000.00
61100KZR600SPB,FENDER FR(SL BL MT),176375.00,207500.00
61100KZR600TBR,FENDER FR(TN BR MT),160650.00,189000.00
61100MFJD00ZU,FENDER COMP FRONT,1447125.00,1702500.00
61100MFL000ZJ,FENDER COMP FRONTFENDER,2119475.00,2493500.00
61100MJSJ70ZA,"FENDER COMP., FR. NHB01",1929500.00,2270000.00
61100MKFD60ZA,FENDER COMP FRONT,2075275.00,2441500.00
61100MKFD60ZB,FENDER COMP FRONT,2386800.00,2808000.00
61100MKHD00,FENDER COMP FRONT,1306450.00,1537000.00
61100MKSE00,"FENDER COMP., FR.",1732725.00,2038500.00
61100MLAA00ZB,FENDER FR,0.00,0.00
61100MLAA00ZE,FENDER FR,0.00,0.00
61101GBG910FMB,FENDER A FR(BLK),94350.00,111000.00
61101GJKJ00,"COVER,R FENDER",15300.00,18000.00
61101GN5730ZD,FENDER.A FR.R4C,385050.00,453000.00
61101GN5730ZE,FENDER.A FR.PB230,385050.00,453000.00
61101K15900,"STAY,FR FENDER",28900.00,34000.00
61101K15920,"STAY, FR. FENDER",22100.00,26000.00
61101K1TA10,COLLAR REFLECTOR,21675.00,25500.00
61101K87A00,FENDER FR,282200.00,332000.00
61101KCJ690,COLLAR FR FENDER,850.00,1000.00
61101KPPT00,"STAY,FR FENDER",81600.00,96000.00
61101KPPT01,STAY FR FENDER,25500.00,30000.00
61101KWC900,STAY FR.FENDER,13600.00,16000.00
61101KZZ900,COLLAR FR FENDER,1700.00,2000.00
61101KZZ910,COLLAR REFLECTOR,27200.00,32000.00
61101MGZJ00ZR,"FENDER, FR. (WH)",1139000.00,1340000.00
61101MGZJ01YC,FENDER FR,405875.00,477500.00
61101MGZJ01YF,FENDER FR,358275.00,421500.00
61101MGZJ01YG,FENDER FR,358275.00,421500.00
61101MGZJ01ZC,"FENDER, FR. MIL RED",1051875.00,1237500.00
