Kode Astra,Nama Barang,Kode Group,Kode Sub Group,Kode Satuan,Kode Rak,Harga Jual,Discount
61313K0WN00,"BRKT COMP,FR NUMBER PLATE",HGP,,PCS,,36000.00,15
61313K0WNA0,"BRKT COMP,FR NUMBER PLATE",HGP,,PCS,,65000.00,15
61313K15710,"STAY,FR NUMBER PLATE",HGP,,PCS,,56000.00,15
61313K15920,STAY FR NUMBER PLATE,HGP,,PCS,,41000.00,15
61313K15H00,STAY COMP COVER H/L LOWER,HGP,,PCS,,46000.00,15
61313K18900,"STAY, FR. NUMBER PLATE",HGP,,PCS,,33000.00,15
61313K2EN00,BRKT COMP FR NUMB,HGP,,PCS,,3127000.00,15
61313K2EN01,BRKT COMP FR NUMB,HGP,,PCS,,3290000.00,15
61313K45N40,"BRAKET COMP., FR. NUMBER PLATE",HGP,,PCS,,39000.00,15
61313K56N00,"STAY, FR. NUMBER PLATE",HGP,,PCS,,30500.00,15
61313K84900,STAY FR NUMBER PL,HGP,,PCS,,56000.00,15
61313KCJ640,GARNISH R,HGP,,PCS,,195000.00,15
61313KCJ660,BRACKET R HEADLIGHT CASE,HGP,,PCS,,35000.00,15
61313KCJ660ZA,BRACKET R HEADLIGHT CASE,HGP,,PCS,,35000.00,15
61313KCJ760,BRACKET R HEADLIGHT,HGP,,PCS,,16000.00,15
61313KEH930,BRACKET R HEADLIGHT,HGP,,PCS,,14500.00,15
61313KN6910,RUBBER HEADLIGHT MT,HGP,,PCS,,8000.00,15
61314K15600,"STAY COMP, COVER H/L RR",HGP,,PCS,,11500.00,15
61314K15920,STAY COMP HEADLIGHT COVER,HGP,,PCS,,15500.00,15
61314K56H00,BRKT H/L RR COVER,HGP,,PCS,,15500.00,15
61314K56N00,"BRACKET, NUMBER PLATE",HGP,,PCS,,34000.00,15
61314KCJ640,GARNISH L,HGP,,PCS,,144500.00,15
61314KCJ660,BRACKET L HEADLIGHT CASE,HGP,,PCS,,35000.00,15
61314KCJ660ZA,BRACKET L HEADLIGHT CASE,HGP,,PCS,,35000.00,15
61314KCJ760,BRACKET L HEADLIGHT,HGP,,PCS,,16000.00,15
61314KEH930,BRACKET L HEADLIGHT,HGP,,PCS,,14500.00,15
61315958680,RUBB HEADLIGHT MT,HGP,,PCS,,35000.00,15
61315K1TT60,STAY COMP METER,HGP,,PCS,,486000.00,15
61315KCJ660,STAY VISOR,HGP,,PCS,,62000.00,15
61315KWC900,STAY VISOR,HGP,,PCS,,43500.00,15
61315MBV000,"RUBBER, HEADLIGHT STAY",HGP,,PCS,,12000.00,15
61315MJLD30,"STAY, METER",HGP,,PCS,,403000.00,15
61316K36N10,BACK PLATE FR NUM,HGP,,PCS,,359000.00,15
61316K45NL0,"GUARD,NUMBER PLATE",HGP,,PCS,,20500.00,15
61316K84900,GUARD NUMBER PLATE,HGP,,PCS,,9000.00,15
61316KCJ660,GUARD NUMBER PLATE,HGP,,PCS,,10000.00,15
61316KCJ661,"GUARD, NUMBER PLATE",HGP,,PCS,,9500.00,15
61316KYT940,GUARD NUMBER PLATE,HGP,,PCS,,7000.00,15
61316MKZJ00,STAY L HEADLIGHT,HGP,,PCS,,156500.00,15
61317K15900,"PLATE,FR WINKER",HGP,,PCS,,1000.00,15
61317K18900,"PLATE, FR. WINKER",HGP,,PCS,,1000.00,15
61317K36N10,RUBBER NUMBER BACK,HGP,,PCS,,16000.00,15
61317MGSD30ZA,"COVER, INNER UPPER",HGP,,PCS,,210500.00,15
61318K36N10,COLLAR NUMBER,HGP,,PCS,,29500.00,15
61318MGSD30,"STAY, HEADLIGHT MOUNTING",HGP,,PCS,,325000.00,15
6131AK15900,"STAY,FR NUMBER PLATE ASSY",HGP,,PCS,,41000.00,15
6131AK18900,COVER H/L RR ASSY,HGP,,PCS,,64500.00,15
6131AK45N40,"BRKT,FR NUMBER PLATE ASSY",HGP,,PCS,,42000.00,15
6131AKCJ640,STAY HEADLIGHT ASSY,HGP,,PCS,,92000.00,15
6131AKCJ650,STAY HEADLIGHT ASSY BLK,HGP,,PCS,,104000.00,15
6131AKYE900,STAY COWL FR ASSY,HGP,,PCS,,100000.00,15
6131AKYE940,STAY COWL FR ASSY,HGP,,PCS,,107000.00,15
6131BK15900,COVER H/L RR ASSY,HGP,,PCS,,75000.00,15
6131BK15920,"COVER,H/L RR ASSY",HGP,,PCS,,64000.00,15
61320K0FT00ZA,"BRACKET, L. HEADLIGHT",HGP,,PCS,,293000.00,15
61320K0FT00ZB,"BRACKET, L. HEADLIGHT",HGP,,PCS,,312000.00,15
61320K0FT00ZC,"BRACKET, L. HEADLIGHT",HGP,,PCS,,296000.00,15
61320K0FT00ZD,BRKT L HEADLIGHT,HGP,,PCS,,301000.00,15
61320K0FT00ZE,BRKT L HEADLIGHT,HGP,,PCS,,253000.00,15
61320K0FT00ZF,BRKT L HEADLIGHT,HGP,,PCS,,318000.00,15
61320K0FT00ZG,"BRKT L,HEADLIGHT",HGP,,PCS,,0.00,15
61320K0FT00ZH,"BRKT L,HEADLIGHT",HGP,,PCS,,0.00,15
61320K2EN00ZA,BRKT L HEADLIGHT,HGP,,PCS,,573000.00,15
61320K2EN01ZA,BRKT L HEADLIGHT,HGP,,PCS,,560000.00,15
61320KCJ660,STAY RUBBER,HGP,,PCS,,5000.00,15
61320KZ9000,RUBBER HEADLIGHTGUARD,HGP,,PCS,,27500.00,15
61323K3BN00,"BRKT,CTR UNDER COWL",HGP,,PCS,,24500.00,15
61324K15600,"BRKT,R UNDER COWL",HGP,,PCS,,8500.00,15
61324K15720,"BRKT,R UNDER COWL",HGP,,PCS,,15000.00,15
61324K15930,BRKT R UNDER COWL,HGP,,PCS,,9500.00,15
61324K3BN00,"BRKT,R UNDER COWL",HGP,,PCS,,18500.00,15
61324K45N40,BRACKET R UNDER COWL,HGP,,PCS,,10500.00,15
61324K45NL0,"BRKT,R UNDER COWL",HGP,,PCS,,8000.00,15
61325K15600,"BRKT,L UNDER COWL",HGP,,PCS,,8500.00,15
61325K15720,"BRKT,L UNDER COWL",HGP,,PCS,,17500.00,15
61325K15930,BRKT L UNDER COWL,HGP,,PCS,,9500.00,15
61325K1TE10,GUIDE CLUTCH CABL,HGP,,PCS,,82000.00,15
61325K45N40,BRACKET L UNDER COWL,HGP,,PCS,,10500.00,15
61325K45NL0,"BRKT,L UNDER COWL",HGP,,PCS,,8000.00,15
61325KZZG40,GUIDE CLUTCH CABL,HGP,,PCS,,61000.00,15
61325KZZJ00,GUIDE CLUTCH CABL,HGP,,PCS,,94000.00,15
61326K3BN00,"RUBBER,UNDER COWL",HGP,,PCS,,24500.00,15
61326K45VM0,"BRKT COMP,L UNDER",HGP,,PCS,,44500.00,15
61328MJ6000,RUBBER HOLT MT.,HGP,,PCS,,26500.00,15
61329K1TE50,COVER COUPLER,HGP,,PCS,,24000.00,15
6132AK15930,"BRKT,R UNDER COWL ASSY",HGP,,PCS,,15500.00,15
6132AK45N40,BRACKET R UNDER COWL,HGP,,PCS,,12500.00,15
6132BK15930,"BRKT,L UNDER COWL ASSY",HGP,,PCS,,15500.00,15
6132BK45N40,BRACKET L UNDER COWL,HGP,,PCS,,12500.00,15
61330KCJ660,RUBBER VISOR,HGP,,PCS,,5000.00,15
61340K0FT00,"STAY COMP., FR. COWL",HGP,,PCS,,232000.00,15
61340K18960,"STAY COMP, HEAD LIGHT",HGP,,PCS,,132000.00,15
61340K2WJ10,STAY COMP HEAD LISE,HGP,,PCS,,240000.00,15
61350K0FT00,"STAY, METER",HGP,,PCS,,41000.00,15
61350K2EJ10,STAY METER,HGP,,PCS,,215000.00,15
61350K2ET00,STAY METER,HGP,,PCS,,209000.00,15
61355K56N20ZA,"COWL SET, L. FR. SIDE(WL)",HGP,,PCS,,159500.00,15
61355K56NB0ZA,SET ILLUST L FR SID TY1,HGP,,PCS,,91500.00,15
61355K56NG0ZA,"SET ILS,L FR SD COWL TYP 1",HGP,,PCS,,90000.00,15
61400KEV880FMB,COVER L FORK(BLK),HGP,,PCS,,51000.00,15
61400KEV880FMH,COVER L FR FORK (SLV),HGP,,PCS,,90500.00,15
61400KEV880FMK,COVER LFORK(MRD),HGP,,PCS,,93500.00,15
61400KEV880FMO,COVER L FR FORK ORG (DK),HGP,,PCS,,52000.00,15
61400KEV880FMP,COVER L FR FRK (SH PRL BL,HGP,,PCS,,66000.00,15
61400KEV880FMT,COVER L FR FORK TPBL,HGP,,PCS,,52000.00,15
61401K56F00,FR FORK PROTECTOR GTR,HGP,,PCS,,97500.00,15
61403MKRD10,PROTECTOR WIND,HGP,,PCS,,168000.00,15
61410K45NA0,"COVER,ABS MODE",HGP,,PCS,,17500.00,15
61410K87A80,COVER ABS MODULAT,HGP,,PCS,,61000.00,15
61410K87L50,COVER ABS MODULAT,HGP,,PCS,,184000.00,15
61410KYJ910,"COVER A,ABS MOD",HGP,,PCS,,200000.00,15
61410MGZJ10,"COVER, ABS MODULATOR",HGP,,PCS,,62000.00,15
61410MJWJ00,"COVER, ABS MODULATOR",HGP,,PCS,,63000.00,15
61410MKPJ00,COVER ABS MODULATR,HGP,,PCS,,70000.00,15
61410MKPJ80,COVER ABS MODULATR,HGP,,PCS,,49000.00,15
61410MLBD00,TRAY ABS MODULATO,HGP,,PCS,,214000.00,15
61411K45NA0,"HOLDER,ABS MODE",HGP,,PCS,,36000.00,15
61411KYJ910,"COVER B,ABS MOD",HGP,,PCS,,100000.00,15
62501MJLY10,"GUARD, R. ENGINE",HGP,,PCS,,2448000.00,15
62501MKCA00,GUARD R ENG,HGP,,PCS,,2344000.00,15
62502MKCA00,COLLAR LWR FRAME,HGP,,PCS,,53000.00,15
62503MKCA00,RUBBER LWR FRAME,HGP,,PCS,,42000.00,15
62601MJLY10,"GUARD, L. ENGINE",HGP,,PCS,,2448000.00,15
62601MKCA00,GUARD L ENG,HGP,,PCS,,2344000.00,15
628119929521,HONDA T-BIKE,HGP,,PCS,,918500.00,15
6300AK15G00,BRCKT KIT UNDCOWL,HGP,,PCS,,91500.00,15
64000K56N00,COVER SET HEAD PIPE(WL),HGP,,PCS,,25500.00,15
6400AKWC000,PLASTIK SET CS1,HGP,,PCS,,552000.00,15
64100K0WN00ZA,"SET ILLUST,WIND SCREEN TY1",HGP,,PCS,,294500.00,15
64100K0WN20ZA,SET ILLST WIND SCREEN TYP1,HGP,,PCS,,249000.00,15
64100K0WNA0ZA,"SET ILLUST,WIND SCREEN",HGP,,PCS,,294500.00,15
64100K2ET00ZA,PIPE COMP R UNDER PLR,HGP,,PCS,,351000.00,15
64100K33D00ZA,WINDSCREEN SET(WL),HGP,,PCS,,553000.00,15
64100K33T70ZA,SET ILLUST WIND S,HGP,,PCS,,574000.00,15
64100K45BLA,Visor CBR150R Black,HGP,,PCS,,101500.00,15
64100K45NC0ZA,"SET ILLUS,WIND SCREEN TYP 1",HGP,,PCS,,122000.00,15
64100K56BLA,Visor Black Smoke,HGP,,PCS,,0.00,15
64100K64N00ZA,"SET ILLUST,WIND SCREEN",HGP,,PCS,,122000.00,15
64100K64NP0ZA,"SET ILLUS,WIND SCREEN TYPE 1",HGP,,PCS,,203000.00,15
64100KCJ660,VISOR SET FR,HGP,,PCS,,46000.00,15
64100KPP610ZA,SET ILLUST WIND S PLR,HGP,,PCS,,649000.00,15
64100KPP630ZA,SET ILL WIND SCREEN,HGP,,PCS,,499500.00,15
64100MGPD80ZA,"COWL SET, UPPER(WL) TYPE1",HGP,,PCS,,7468500.00,15
64100MJLY10ZA,WINDSCREEN SET(WL),HGP,,PCS,,4243500.00,15
64100MKCA00ZD,SET ILLUS SCREEN,HGP,,PCS,,1712000.00,15
64100MKCA00ZE,SET ILLUS SCREEN,HGP,,PCS,,1712000.00,15
64100MKCL60ZA,SET ILLUS SCREEN,HGP,,PCS,,3689500.00,15
64100MKHD00ZA,SET ILLUST WIND,HGP,,PCS,,4743000.00,15
64100MKTD00ZA,SET ILLUST WIND S,HGP,,PCS,,0.00,15
64100MKZJ00ZD,SET ILLUS FR UPPE,HGP,,PCS,,3350000.00,15
64100MLJA20ZB,SET ILLUS SCREEN,HGP,,PCS,,3578000.00,15
64101MGSD30ZF,"LID A, LUGGAGE",HGP,,PCS,,1550500.00,15
64102MGSD30ZA,"LID B, R. LUGGAGE",HGP,,PCS,,179000.00,15
64103MGSD30ZA,"LID B, L. LUGGAGE",HGP,,PCS,,179000.00,15
64105KWN640,"MOLDING, WINDSCREEN",HGP,,PCS,,29000.00,15
64105MGSD30,"LID, LUGGAGE INNER",HGP,,PCS,,504000.00,15
64105MKCA00ZA,GARNISH B ASSY,HGP,,PCS,,698500.00,15
64105MKCA10ZA,GARNISH ASSY B SCREEN TYP1,HGP,,PCS,,0.00,15
64105MKFD40ZC,COWL ASSY FR UPPEWL,HGP,,PCS,,2147500.00,15
64105MKFD60ZA,COWL ASSY FR UPPEWL,HGP,,PCS,,2147500.00,15
64105MKFD80ZA,COWL ASSY FR UPPE,HGP,,PCS,,2418500.00,15
64105MKFD80ZB,COWL ASSY FR UPPE,HGP,,PCS,,2418500.00,15
64105MKFDL0ZB,COWL ASSY FR UPPER,HGP,,PCS,,2443500.00,15
64106MGSD30,"SEAL, SHELTER LID",HGP,,PCS,,179000.00,15
64107MGSD30,"PLATE, LID LOCK",HGP,,PCS,,157500.00,15
6410AK56H00,SET ILLUST COVER H/P,HGP,,PCS,,58000.00,15
6410AK56N00,"SET ILLUS,COVER HEAD PIPE",HGP,,PCS,,56000.00,15
64110K15930ZA,"VISOR, METER",HGP,,PCS,,58000.00,15
64110K45N20ZA,"SCREEN,WIND",HGP,,PCS,,118000.00,15
64110K64N00,WINDSCREEN,HGP,,PCS,,122000.00,15
64110KBA930ZA,SCREEN WIN.T1,HGP,,PCS,,109000.00,15
64110KPPT00,"SCREEN, WIND",HGP,,PCS,,409000.00,15
64110KTM5A0,VISOR SPEEDOMETER SET,HGP,,PCS,,62000.00,15
64110KVR000,"HEAD,LAMP CAP (BK)",HGP,,PCS,,0.00,15
64110KVR000FMB,"HEAD,LAMP CAP (BK)",HGP,,PCS,,26500.00,15
64110KYJ900,SCREEN WIND,HGP,,PCS,,471500.00,15
64110KZZJ00,SCREEN WIND,HGP,,PCS,,1674000.00,15
64110MJED20ZA,"COWL SET A, R. UPPER(WL)",HGP,,PCS,,347500.00,15
64110MJSJ70ZA,"COVER, METER UPPER NHB01",HGP,,PCS,,1068000.00,15
64110MKFD40,COVER FR LOWER,HGP,,PCS,,248000.00,15
64110MLAA00,COVER COMP EMB BA,HGP,,PCS,,0.00,15
64111181000,BAND FR NO PLATE,HGP,,PCS,,52000.00,15
64111MJED00ZB,"COWL A, R. UPPER (BLK)",HGP,,PCS,,645000.00,15
64116MKCA00,SEAL GARNISH B,HGP,,PCS,,29500.00,15
64120K3BN00,"STAY R,FR NUMBER",HGP,,PCS,,18000.00,15
64120MCAS40ZC,WINDSHIELD GARNISH,HGP,,PCS,,3422500.00,15
64120MJED20ZA,"COWL SET A, L. UPPER(WL)",HGP,,PCS,,347500.00,15
64120MKFD40,COWL FR LOWER EN,HGP,,PCS,,977000.00,15
64120MKHD00,COWL ASSY INNER,HGP,,PCS,,722000.00,15
64121MCJ750,RUBBER PROTECTOR,HGP,,PCS,,36000.00,15
64121MCZ000,RUBBER PROTECTOR,HGP,,PCS,,28000.00,15
64121MEJ000,RUBBER PROTECTOR,HGP,,PCS,,17500.00,15
64121MEL000,"RUBBER, PROTECTOR",HGP,,PCS,,23500.00,15
64121MERD00,"RUBBER, PROTECTOR",HGP,,PCS,,20500.00,15
64121MGPD00,"RUBBER, R. DUCT COVER SEAL",HGP,,PCS,,311000.00,15
64121MJED00ZB,"COWL A, L. UPPER (BLK)",HGP,,PCS,,645000.00,15
64121MKCA00,FLAP R INNER WIND,HGP,,PCS,,771000.00,15
64121MT3300,MAT SCREEN GARNIS,HGP,,PCS,,0.00,15
64122MBB300,RUBBER PROTECTOR,HGP,,PCS,,39000.00,15
64122MCZ000,"RUBBER, PROTECTOR",HGP,,PCS,,22500.00,15
64122MJLY10,"RUBBER, PROTECTOR",HGP,,PCS,,188000.00,15
64123MCF300,RUBBER B PROTECTO,HGP,,PCS,,0.00,15
64123MGPD00,"RUBBER, L. DUCT COVER SEAL",HGP,,PCS,,311000.00,15
64125MKRD10ZC,SET ILLUS INTAKE,HGP,,PCS,,1019500.00,15
64126MKCA00,FLAP L INNER WIND,HGP,,PCS,,771000.00,15
64126MKZJ00,COVER INTAKE LOWE,HGP,,PCS,,821500.00,15
64130K3BN00,"STAY L,FR NUMBER",HGP,,PCS,,18000.00,15
64130MGZJ80,"COVER, FR. UPPER",HGP,,PCS,,251000.00,15
64130MJSJ70ZA,"GARNISH, FR. NHB01",HGP,,PCS,,997000.00,15
64130MKRD10,PANEL INTAKE LOWE,HGP,,PCS,,133000.00,15
64130MKZJ00,PANEL INTAKE LOWE,HGP,,PCS,,253000.00,15
64131MJED00ZA,"COWL B, R. UPPER",HGP,,PCS,,466000.00,15
64131MJED00ZB,"COWL B, R. UPPER (BLK)",HGP,,PCS,,745500.00,15
64131MJSJ70,"RUBBER, GARNISH",HGP,,PCS,,50000.00,15
64131MJWJ80,"COVER A, FR. UPPER",HGP,,PCS,,434000.00,15
64131MKPJ80,COVER A FR UPPER,HGP,,PCS,,303000.00,15
64131MKTD00,COWL INNER UPPER,HGP,,PCS,,0.00,15
64131MLCD00,"COVER A,FR UPPER",HGP,,PCS,,1148000.00,15
64132MLCD00,VISOR,HGP,,PCS,,215000.00,15
64135MKHD00,COWL INNER LOWER,HGP,,PCS,,124000.00,15
64140KCJ640,VISOR FR,HGP,,PCS,,56000.00,15
64140KCJ650,VISOR FR,HGP,,PCS,,91500.00,15
64140MKTD00ZB,COVER ASSY INNER,HGP,,PCS,,0.00,15
64140MKTD00ZD,COVER ASSY INNER,HGP,,PCS,,0.00,15
64141MJED00ZA,"COWL B, L. UPPER",HGP,,PCS,,466000.00,15
64141MJED00ZB,"COWL B, L. UPPER (BLK)",HGP,,PCS,,745500.00,15
64141MJWJ80ZA,"COVER B, FR. UPPER",HGP,,PCS,,445000.00,15
64141MKPJ80,COVER B FR UPPER,HGP,,PCS,,339000.00,15
64142KBA930ZA,MK WIND SCN.T1,HGP,,PCS,,17000.00,15
64145MKHD00,COVER HANDLE STOP,HGP,,PCS,,171000.00,15
64150K2ET00ZA,COVER COMP UNDER COVER,HGP,,PCS,,556000.00,15
64150K3BN00,"STAY COMP,UPPER COWL",HGP,,PCS,,254000.00,15
64150K45N40,STAY COMP FR UPPER COWL,HGP,,PCS,,190000.00,15
64150K45NA0,"STAY COMP,FR UPPER COWL",HGP,,PCS,,185000.00,15
64150K45NL0,STAY COMP FR UPPER COWL,HGP,,PCS,,165000.00,15
64150MGZJ80,"COVER, FR. UNDER",HGP,,PCS,,115000.00,15
64150MJED00,"COWL ASSY. C, R. UPPER",HGP,,PCS,,184000.00,15
64150MKHD00ZA,COVER INNER,HGP,,PCS,,228500.00,15
64150MKHD00ZB,COVER INNER,HGP,,PCS,,228500.00,15
64151MJWJ00ZA,"COWL, R. FR. UPPER MAT BL MT",HGP,,PCS,,446000.00,15
64151MJWJ00ZC,COWL R FR UPPER,HGP,,PCS,,401000.00,15
64151MJWJ00ZE,"COWL, R. FR. UPPER MIL RED",HGP,,PCS,,446000.00,15
64151MJWJ00ZQ,COWL R FR UPPER,HGP,,PCS,,95000.00,15
64151MJWJ80,"COVER, FR. UNDER",HGP,,PCS,,210000.00,15
64152MJED00,"RUBBER, UPPER COWL",HGP,,PCS,,10000.00,15
6415AK45N40,STAY COMP FR UPPER COWL,HGP,,PCS,,225000.00,15
64160MJED00,"COWL ASSY. C, L. UPPER",HGP,,PCS,,184000.00,15
64161K3BN00,"COVER,R SIDE",HGP,,PCS,,51000.00,15
64161MJWJ00ZA,"COWL, L. FR. UPPER MAT BL MT",HGP,,PCS,,446000.00,15
64161MJWJ00ZC,COWL L FR UPPER,HGP,,PCS,,401000.00,15
64161MJWJ00ZE,"COWL, L. FR. UPPER MIL RED",HGP,,PCS,,446000.00,15
64161MJWJ00ZQ,COWL L FR UPPER,HGP,,PCS,,95000.00,15
64165MJFA30,"FASTENER B, DUAL LOCK, 20X20",HGP,,PCS,,16000.00,15
64170MJED02,"PANEL ASSY., METER",HGP,,PCS,,343000.00,15
64170MKCA01,ADJ ASSY WIND SCR GARNISH,HGP,,PCS,,5449500.00,15
64171K3BN00,"COVER,L SIDE",HGP,,PCS,,51000.00,15
64173MKCA00,PLATE R ADJ SCREEN GARNISH,HGP,,PCS,,42000.00,15
64174MKCA00,PLATE L ADJ SCREEN GARNISH,HGP,,PCS,,42000.00,15
64175MKCA00,STAY R WIND SCREEN GARNISH,HGP,,PCS,,395000.00,15
64176MKCA00,STAY L WIND SCREEN GARNISH,HGP,,PCS,,395000.00,15
64177MKCA00ZA,COVER R WIND SCR GARNISH,HGP,,PCS,,178000.00,15
64178MKCA00ZA,COVER L WIND SCR GARNISH,HGP,,PCS,,178000.00,15
64179MKCA00,RUBBER WASHER GARNISH,HGP,,PCS,,19500.00,15
64181MJED00,"COVER, HEADLIGHT",HGP,,PCS,,212500.00,15
64181MKCA00,BOX R SPEAKER GARNISH,HGP,,PCS,,657000.00,15
64183MKCA00,PLATE COMP R SPKR GARNISH,HGP,,PCS,,361500.00,15
64184MKCA00,CUSHION SPEAKER GARNISH,HGP,,PCS,,198000.00,15
64185MKCA00,SEAL ADJ SCREEN GARNISH,HGP,,PCS,,82500.00,15
64191MKCA00,BOX L SPEAKER GARNISH,HGP,,PCS,,657000.00,15
64191MKTD00,BOX BCU,HGP,,PCS,,0.00,15
64192MKTD00,BOX SMART ECU,HGP,,PCS,,0.00,15
64193MKCA00,PLATE COMP L SPKR GARNISH,HGP,,PCS,,361500.00,15
64200K0JN10ZD,"SET ILLUS,R FR CVR TYP 3",HGP,,PCS,,208500.00,15
64200K0JN10ZE,"SET ILLUS,R FR CVR TYP 2",HGP,,PCS,,157500.00,15
64200K0JN40ZC,"SET ILLUS,R FRONT COVER TYPE 2",HGP,,PCS,,154500.00,15
64200K0JN40ZD,"SET ILLUS,R FRONT COVER TYPE 1",HGP,,PCS,,149500.00,15
64200K2ET00ZA,PIPE COMP L UNDER COVER,HGP,,PCS,,351000.00,15
64200K2VV10ZB,"SET ILLUST,FRONT TOP COVER TYPE 2",HGP,,PCS,,155000.00,15
64200K33D10ZA,COWL SET UPPER(WL),HGP,,PCS,,683500.00,15
64200K33T70ZA,SET ILLUST UPPER L,HGP,,PCS,,816500.00,15
64200K45A50ZA,"SET ILLUS,FR UPPER COWL, TYPE 2",HGP,,PCS,,838000.00,15
64200K45A50ZB,"SET ILLUS,FR UPPER COWL, TYPE 1",HGP,,PCS,,523000.00,15
64200K45A60ZB,"SET ILLUS,FR UPPER COWL, TYPE 1",HGP,,PCS,,800000.00,15
64200K45NL0ZA,"SET ILLS,FR UP COWL(TYPE 2)",HGP,,PCS,,299500.00,15
64200K45NX0ZB,"SET ILLUS,FR UPPER COWL, TYPE 1",HGP,,PCS,,838000.00,15
64200K45NZ0ZB,"SET ILLUS,FR UPPER COWL TYPE 1",HGP,,PCS,,812500.00,15
64200K59H00ZA,SET ILLUST FRONT *TYPE4*,HGP,,PCS,,206500.00,15
64200K59H00ZB,SET ILLUST FRONT *TYPE3*,HGP,,PCS,,207500.00,15
64200K59H00ZC,SET ILLUST FRONT *TYPE2*,HGP,,PCS,,206500.00,15
64200K59H00ZD,SET ILLUST FRONT *TYPE1*,HGP,,PCS,,206500.00,15
64200K59H10ZA,"SET ILLUST,FR TOP CVR TY 1",HGP,,PCS,,90500.00,15
64200K60H50ZE,"SET ILLUST,FR TOP CVR TYP1",HGP,,PCS,,70500.00,15
64200K64N00ZA,"COWL SET, FR. UPPER(WL)",HGP,,PCS,,0.00,15
64200K64N01ZA,"COWL SET, FR. UPPER(WL)",HGP,,PCS,,0.00,15
64200K64N60ZA,"COWL SET, FR. UPPER(WL)",HGP,,PCS,,0.00,15
64200K64N61ZA,"COWL SET, FR. UPPER(WL)",HGP,,PCS,,0.00,15
64200K64NA0ZA,"SET ILLUST, FR UPPER COWL TYPE 2",HGP,,PCS,,793000.00,15
64200K64NA0ZB,"SET ILLUST, FR UPPER COWL TYPE 1",HGP,,PCS,,793000.00,15
64200K64NC0ZA,"SET ILLUST, FR UPPER COWL TYPE 1",HGP,,PCS,,802000.00,15
64200K64NK0ZA,"SET ILLUST, FR UPPER COWL, TYPE 1",HGP,,PCS,,802000.00,15
64200K64NP0ZA,"SET ILLUS,FR UPPER COWL TYPE 2",HGP,,PCS,,1025000.00,15
64200K64NR0ZA,"SET ILLUS,FR UPPER COWL TYPE 1",HGP,,PCS,,1000000.00,15
64200K93NB0ZA,"SET ILLUST, R FRONT CVR TYPE 3",HGP,,PCS,,0.00,15
64200K93NB0ZB,"SET ILLUST, R FRONT CVR TYPE 2",HGP,,PCS,,0.00,15
64200K93NB0ZC,"SET ILLUST, R FRONT CVR TYPE 1",HGP,,PCS,,0.00,15
64200KPP620ZA,SET ILL FR UPPER(AST BLK MT),HGP,,PCS,,395000.00,15
64200KPP620ZB,SET ILL FR UPPER(MILL RED),HGP,,PCS,,410500.00,15
64200KPP630ZA,SET ILL FR UPPER(NITRIC ORG),HGP,,PCS,,452000.00,15
64200KPP640ZA,SET ILL FR UPPER(ROSS WHT),HGP,,PCS,,465000.00,15
64200KPPT00ZA,"COWL SET, FR. UPPER TYPE 1",HGP,,PCS,,299500.00,15
64200KPPT00ZE,"SET ILLUST,FR UPR COWL/T2",HGP,,PCS,,299500.00,15
64200KTYD70ZA,SET ILUST FR UPR(GYT RED),HGP,,PCS,,454000.00,15
64200KYJE20ZD,SET ILL FR UPP LWR(BLK),HGP,,PCS,,312000.00,15
64200KYJE20ZE,SET ILL FR UPP LWR(ML RD),HGP,,PCS,,312000.00,15
64200KYJK20ZA,SET ILL FR UPP LWR(HM WH),HGP,,PCS,,391000.00,15
64200KYJM60ZB,SET ILL FR UPP LWR(N ORG),HGP,,PCS,,650000.00,15
64200MKFD40,SCREEN WIND,HGP,,PCS,,1850000.00,15
64200MKRD10ZA,SET ILLUST FR UPP,HGP,,PCS,,2220500.00,15
64200MKRD20ZA,"SET ILLUST, FR",HGP,,PCS,,3075000.00,15
64200MKRD30ZA,"SET ILLUST, FR",HGP,,PCS,,2365500.00,15
64200MKRD40ZB,SET ILLUS FR UPPE,HGP,,PCS,,3221500.00,15
64200MKRD90ZA,SET ILLUS FR UPPE,HGP,,PCS,,3188000.00,15
64200MKZJ00,SCREEN WIND,HGP,,PCS,,1712000.00,15
64200MLNE00,"SCREEN,WIND",HGP,,PCS,,0.00,15
64201K0JN00MJB,"COVER,R FRONT (MA JB MT)",HGP,,PCS,,129000.00,15
64201K0JN00MSG,"COVER,R FRONT (MT SA GR)",HGP,,PCS,,135000.00,15
64201K0JN00VWH,"COVER,R FRONT (VI WH)",HGP,,PCS,,148500.00,15
64201K0JN00ZA,"CVR,R FRONT (MO BR ME)",HGP,,PCS,,152500.00,15
64201K0JN00ZB,"CVR,R FRONT (VA RD)",HGP,,PCS,,152500.00,15
64201K0JN00ZC,"CVR,R FRONT (MT GN BL)",HGP,,PCS,,147500.00,15
64201K0JN00ZD,"CVR,R FRONT (RO WH)",HGP,,PCS,,152500.00,15
64201K0JN00ZE,"CVR,R FRONT (BLK)",HGP,,PCS,,162500.00,15
64201K0JN00ZF,"CVR,R FRONT (HU SL ME)",HGP,,PCS,,183000.00,15
64201K0JN00ZG,"CVR,R FRONT (PL BL ME)",HGP,,PCS,,152500.00,15
64201K0JN00ZH,"CVR,R FRONT (AR BL ME)",HGP,,PCS,,203500.00,15
